1,0,17.67
1,1,18.62
2,0,17.67
2,1,18.62
3,0,21.38
3,1,22.88
4,0,17.67
4,1,18.62
5,0,17.67
5,1,18.62
6,0,21.38
6,1,22.88
7,0,17.67
7,1,24.28
8,0,21.02
8,1,26.59
9,0,21.03
9,1,21.02
10,0,21.02
10,1,26.59
11,0,-1
11,1,-1
12,0,25.92
12,1,25.27
13,0,-1
13,1,-1
14,0,-1
14,1,-1
15,0,25.92
15,1,25.27
16,0,17.67
16,1,18.62
17,0,17.67
17,1,18.62
18,0,21.38
18,1,22.88
19,0,17.67
19,1,18.62
20,0,17.67
20,1,18.62
21,0,21.38
21,1,22.88
22,0,17.67
22,1,18.62
23,0,21.02
23,1,21.03
24,0,21.03
24,1,21.02
25,0,21.02
25,1,21.03
26,0,-1
26,1,-1
27,0,25.92
27,1,25.27
28,0,-1
28,1,-1
29,0,-1
29,1,-1
30,0,25.92
30,1,25.27
31,0,17.67
31,1,18.62
32,0,31.15
32,1,22.88
33,0,21.38
33,1,26.6
34,0,31.78
34,1,26
35,0,24.19
35,1,35.83
36,0,-1
36,1,-1
37,0,-1
37,1,-1
38,0,31.78
38,1,26
39,0,24.19
39,1,35.83
40,0,33.01
40,1,28.69
41,0,30.55
41,1,30.36
42,0,30.55
42,1,30.36
43,0,-1
43,1,-1
44,0,-1
44,1,-1
45,0,-1
45,1,-1
46,0,-1
46,1,-1
47,0,30.55
47,1,30.36
48,0,30.55
48,1,30.36
49,0,-1
49,1,-1
50,0,-1
50,1,-1
51,0,-1
51,1,-1
52,0,-1
52,1,-1
53,0,-1
53,1,-1
54,0,-1
54,1,-1
55,0,-1
55,1,-1
56,0,-1
56,1,-1
57,0,-1
57,1,-1
58,0,-1
58,1,-1
59,0,-1
59,1,-1
60,0,-1
60,1,-1
61,0,-1
61,1,-1
62,0,-1
62,1,-1
63,0,-1
63,1,-1
64,0,-1
64,1,-1
65,0,-1
65,1,-1
66,0,17.67
66,1,18.62
67,0,17.67
67,1,24.28
68,0,21.02
68,1,26.59
69,0,31.15
69,1,26.6
70,0,28.33
70,1,25.27
71,0,25.92
71,1,32.41
72,0,24.19
72,1,35.83
73,0,-1
73,1,-1
74,0,-1
74,1,-1
75,0,-1
75,1,-1
76,0,-1
76,1,-1
77,0,-1
77,1,-1
78,0,-1
78,1,-1
79,0,-1
79,1,-1
80,0,30.55
80,1,30.36
81,0,30.55
81,1,30.36
82,0,17.67
82,1,18.62
83,0,17.67
83,1,18.62
84,0,21.38
84,1,22.88
85,0,17.67
85,1,18.62
86,0,17.67
86,1,18.62
87,0,21.38
87,1,22.88
88,0,17.67
88,1,24.28
89,0,21.02
89,1,26.59
90,0,21.03
90,1,21.02
91,0,21.02
91,1,26.59
92,0,-1
92,1,-1
93,0,25.92
93,1,25.27
94,0,-1
94,1,-1
95,0,-1
95,1,-1
96,0,25.92
96,1,25.27
97,0,17.67
97,1,18.62
98,0,17.67
98,1,18.62
99,0,21.38
99,1,22.88
100,0,17.67
100,1,18.62
101,0,17.67
101,1,18.62
102,0,21.38
102,1,22.88
103,0,17.67
103,1,18.62
104,0,21.02
104,1,21.03
105,0,21.03
105,1,21.02
106,0,21.02
106,1,21.03
107,0,-1
107,1,-1
108,0,25.92
108,1,25.27
109,0,-1
109,1,-1
110,0,-1
110,1,-1
111,0,25.92
111,1,25.27
112,0,17.67
112,1,18.62
113,0,31.15
113,1,22.88
114,0,21.38
114,1,26.6
115,0,31.78
115,1,26
116,0,24.19
116,1,35.83
117,0,-1
117,1,-1
118,0,-1
118,1,-1
119,0,31.78
119,1,26
120,0,24.19
120,1,35.83
121,0,33.01
121,1,28.69
122,0,30.55
122,1,30.36
123,0,30.55
123,1,30.36
124,0,-1
124,1,-1
125,0,-1
125,1,-1
126,0,-1
126,1,-1
127,0,-1
127,1,-1
128,0,30.55
128,1,30.36
129,0,30.55
129,1,30.36
130,0,-1
130,1,-1
131,0,-1
131,1,-1
132,0,-1
132,1,-1
133,0,-1
133,1,-1
134,0,-1
134,1,-1
135,0,-1
135,1,-1
136,0,-1
136,1,-1
137,0,-1
137,1,-1
138,0,-1
138,1,-1
139,0,-1
139,1,-1
140,0,-1
140,1,-1
141,0,-1
141,1,-1
142,0,-1
142,1,-1
143,0,-1
143,1,-1
144,0,-1
144,1,-1
145,0,-1
145,1,-1
146,0,-1
146,1,-1
147,0,17.67
147,1,18.62
148,0,17.67
148,1,24.28
149,0,21.02
149,1,26.59
150,0,31.15
150,1,26.6
151,0,28.33
151,1,25.27
152,0,25.92
152,1,32.41
153,0,24.19
153,1,35.83
154,0,-1
154,1,-1
155,0,-1
155,1,-1
156,0,-1
156,1,-1
157,0,-1
157,1,-1
158,0,-1
158,1,-1
159,0,-1
159,1,-1
160,0,-1
160,1,-1
161,0,30.55
161,1,30.36
162,0,30.55
162,1,30.36
163,0,17.67
163,1,24.28
164,0,25.35
164,1,26.59
165,0,25.35
165,1,26.59
166,0,25.92
166,1,32.41
167,0,-1
167,1,-1
168,0,25.92
168,1,32.41
169,0,-1
169,1,-1
170,0,-1
170,1,-1
171,0,29.41
171,1,22.71
172,0,-1
172,1,-1
173,0,-1
173,1,-1
174,0,-1
174,1,-1
175,0,-1
175,1,-1
176,0,-1
176,1,-1
177,0,-1
177,1,-1
178,0,-1
178,1,-1
179,0,-1
179,1,-1
180,0,35.5
180,1,28.77
181,0,35.5
181,1,28.77
182,0,-1
182,1,-1
183,0,-1
183,1,-1
184,0,17.67
184,1,18.62
185,0,17.67
185,1,18.62
186,0,21.38
186,1,22.88
187,0,17.67
187,1,18.62
188,0,17.67
188,1,18.62
189,0,21.38
189,1,22.88
190,0,17.67
190,1,24.28
191,0,21.02
191,1,26.59
192,0,21.03
192,1,21.02
193,0,21.02
193,1,26.59
194,0,-1
194,1,-1
195,0,25.92
195,1,25.27
196,0,-1
196,1,-1
197,0,-1
197,1,-1
198,0,25.92
198,1,25.27
199,0,17.67
199,1,18.62
200,0,17.67
200,1,18.62
201,0,21.38
201,1,22.88
202,0,17.67
202,1,18.62
203,0,17.67
203,1,18.62
204,0,21.38
204,1,22.88
205,0,17.67
205,1,18.62
206,0,21.02
206,1,21.03
207,0,21.03
207,1,21.02
208,0,21.02
208,1,21.03
209,0,-1
209,1,-1
210,0,25.92
210,1,25.27
211,0,-1
211,1,-1
212,0,-1
212,1,-1
213,0,25.92
213,1,25.27
214,0,17.67
214,1,18.62
215,0,31.15
215,1,22.88
216,0,21.38
216,1,26.6
217,0,31.78
217,1,26
218,0,24.19
218,1,35.83
219,0,-1
219,1,-1
220,0,-1
220,1,-1
221,0,31.78
221,1,26
222,0,24.19
222,1,35.83
223,0,33.01
223,1,28.69
224,0,30.55
224,1,30.36
225,0,30.55
225,1,30.36
226,0,-1
226,1,-1
227,0,-1
227,1,-1
228,0,-1
228,1,-1
229,0,-1
229,1,-1
230,0,30.55
230,1,30.36
231,0,30.55
231,1,30.36
232,0,-1
232,1,-1
233,0,-1
233,1,-1
234,0,-1
234,1,-1
235,0,-1
235,1,-1
236,0,-1
236,1,-1
237,0,-1
237,1,-1
238,0,-1
238,1,-1
239,0,-1
239,1,-1
240,0,-1
240,1,-1
241,0,-1
241,1,-1
242,0,-1
242,1,-1
243,0,-1
243,1,-1
244,0,-1
244,1,-1
245,0,-1
245,1,-1
246,0,-1
246,1,-1
247,0,-1
247,1,-1
248,0,-1
248,1,-1
249,0,17.67
249,1,18.62
250,0,17.67
250,1,24.28
251,0,21.02
251,1,26.59
252,0,31.15
252,1,26.6
253,0,28.33
253,1,25.27
254,0,25.92
254,1,32.41
255,0,24.19
255,1,35.83
256,0,-1
256,1,-1
257,0,-1
257,1,-1
258,0,-1
258,1,-1
259,0,-1
259,1,-1
260,0,-1
260,1,-1
261,0,-1
261,1,-1
262,0,-1
262,1,-1
263,0,30.55
263,1,30.36
264,0,30.55
264,1,30.36
265,0,17.67
265,1,18.62
266,0,17.67
266,1,18.62
267,0,21.38
267,1,22.88
268,0,17.67
268,1,18.62
269,0,17.67
269,1,18.62
270,0,21.38
270,1,22.88
271,0,17.67
271,1,24.28
272,0,21.02
272,1,26.59
273,0,21.03
273,1,21.02
274,0,21.02
274,1,26.59
275,0,-1
275,1,-1
276,0,25.92
276,1,25.27
277,0,-1
277,1,-1
278,0,-1
278,1,-1
279,0,25.92
279,1,25.27
280,0,17.67
280,1,18.62
281,0,17.67
281,1,18.62
282,0,21.38
282,1,22.88
283,0,17.67
283,1,18.62
284,0,17.67
284,1,18.62
285,0,21.38
285,1,22.88
286,0,17.67
286,1,18.62
287,0,21.02
287,1,21.03
288,0,21.03
288,1,21.02
289,0,21.02
289,1,21.03
290,0,-1
290,1,-1
291,0,25.92
291,1,25.27
292,0,-1
292,1,-1
293,0,-1
293,1,-1
294,0,25.92
294,1,25.27
295,0,17.67
295,1,18.62
296,0,31.15
296,1,22.88
297,0,21.38
297,1,26.6
298,0,31.78
298,1,26
299,0,24.19
299,1,35.83
300,0,-1
300,1,-1
301,0,-1
301,1,-1
302,0,31.78
302,1,26
303,0,24.19
303,1,35.83
304,0,33.01
304,1,28.69
305,0,30.55
305,1,30.36
306,0,30.55
306,1,30.36
307,0,-1
307,1,-1
308,0,-1
308,1,-1
309,0,-1
309,1,-1
310,0,-1
310,1,-1
311,0,30.55
311,1,30.36
312,0,30.55
312,1,30.36
313,0,-1
313,1,-1
314,0,-1
314,1,-1
315,0,-1
315,1,-1
316,0,-1
316,1,-1
317,0,-1
317,1,-1
318,0,-1
318,1,-1
319,0,-1
319,1,-1
320,0,-1
320,1,-1
321,0,-1
321,1,-1
322,0,-1
322,1,-1
323,0,-1
323,1,-1
324,0,-1
324,1,-1
325,0,-1
325,1,-1
326,0,-1
326,1,-1
327,0,-1
327,1,-1
328,0,-1
328,1,-1
329,0,-1
329,1,-1
330,0,17.67
330,1,18.62
331,0,17.67
331,1,24.28
332,0,21.02
332,1,26.59
333,0,31.15
333,1,26.6
334,0,28.33
334,1,25.27
335,0,25.92
335,1,32.41
336,0,24.19
336,1,35.83
337,0,-1
337,1,-1
338,0,-1
338,1,-1
339,0,-1
339,1,-1
340,0,-1
340,1,-1
341,0,-1
341,1,-1
342,0,-1
342,1,-1
343,0,-1
343,1,-1
344,0,30.55
344,1,30.36
345,0,30.55
345,1,30.36
346,0,17.67
346,1,24.28
347,0,25.35
347,1,26.59
348,0,25.35
348,1,26.59
349,0,25.92
349,1,32.41
350,0,-1
350,1,-1
351,0,25.92
351,1,32.41
352,0,-1
352,1,-1
353,0,-1
353,1,-1
354,0,29.41
354,1,22.71
355,0,-1
355,1,-1
356,0,-1
356,1,-1
357,0,-1
357,1,-1
358,0,-1
358,1,-1
359,0,-1
359,1,-1
360,0,-1
360,1,-1
361,0,-1
361,1,-1
362,0,-1
362,1,-1
363,0,35.5
363,1,28.77
364,0,35.5
364,1,28.77
365,0,-1
365,1,-1
366,0,-1
366,1,-1
367,0,17.67
367,1,24.28
368,0,21.38
368,1,26.6
369,0,21.38
369,1,26.6
370,0,24.19
370,1,26
371,0,24.19
371,1,26
372,0,24.19
372,1,26
373,0,24.19
373,1,26
374,0,23.37
374,1,28.69
375,0,36.28
375,1,29.04
376,0,28.69
376,1,29.04
377,0,-1
377,1,-1
378,0,-1
378,1,-1
379,0,-1
379,1,-1
380,0,-1
380,1,-1
381,0,30.55
381,1,30.36
382,0,30.55
382,1,30.36
383,0,-1
383,1,-1
384,0,-1
384,1,-1
385,0,30.55
385,1,30.36
386,0,30.55
386,1,30.36
387,0,-1
387,1,-1
388,0,-1
388,1,-1
389,0,-1
389,1,-1
390,0,-1
390,1,-1
391,0,17.67
391,1,18.62
392,0,17.67
392,1,24.28
393,0,25.35
393,1,26.59
394,0,21.38
394,1,26.6
395,0,28.33
395,1,25.27
396,0,28.33
396,1,25.27
397,0,24.19
